id,barrio,tipo_propiedad,tipo_habitacion,capacidad,banios,dormitorios,camas,precio_ars,minimo_noches,cantidad_resenias,puntaje_resenias,superanfitrion,latitud,longitud,noches_ocupadas_anio
891438753833815869,Belgrano,Entire rental unit,Entire home/apt,4,1,,2,104065,4,57,4.89,si,-34.5627,-58.4508,176
892258089126851950,Palermo,Entire rental unit,Entire home/apt,2,1.5,1,1,93800,2,22,4.86,si,-34.589,-58.4126,84
892285351708079798,Agronomia,Entire rental unit,Entire home/apt,2,1,1,1,68043,10,29,4.9,si,-34.5968,-58.4833,100
892310977516680681,Palermo,Entire condo,Entire home/apt,2,1,1,1,197031,2,62,5,si,-34.5771,-58.4397,126
892315158661170033,Palermo,Entire rental unit,Entire home/apt,8,2,2,28,204338,1,21,4.67,si,-34.5788,-58.4318,78
892585266460251257,Belgrano,Entire rental unit,Entire home/apt,2,1,1,1,77026,15,8,5,si,-34.5603,-58.4439,60
892644603110040418,Palermo,Entire condo,Entire home/apt,4,1,,2,126557,1,408,4.92,si,-34.5676,-58.4361,255
892680641452252443,San Nicolas,Entire serviced apartment,Entire home/apt,2,,1,1,106162,1,45,4.78,no,-34.6074,-58.3847,42
892697836926647005,San Nicolas,Entire rental unit,Entire home/apt,3,1,1,3,67286,2,42,4.64,no,-34.6079,-58.3821,120
892728527229261345,Palermo,Entire condo,Entire home/apt,2,1,1,1,59169,7,25,4.64,no,-34.5905,-58.4173,84
892729290588596967,Paternal,Entire rental unit,Entire home/apt,2,,1,1,,5,0,,no,-34.6037,-58.4614,0
892729824578120902,Coghlan,Entire rental unit,Entire home/apt,2,1,1,2,61168,15,15,4.53,no,-34.5654,-58.4717,60
892731040765555632,Monserrat,Private room in rental unit,Private room,1,1,1,1,52269,12,6,4.83,no,-34.6172,-58.3787,72
892733562420665856,Palermo,Entire rental unit,Entire home/apt,5,2.5,3,4,216803,29,19,5,si,-34.5818,-58.4027,0
892736890758382835,Nuñez,Entire rental unit,Entire home/apt,4,2,2,2,167224,28,1,5,no,-34.5481,-58.4565,0
891444743446281066,Chacarita,Entire rental unit,Entire home/apt,4,1,1,2,110179,1,212,4.93,si,-34.5914,-58.4446,255
891526510502892433,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,69561,6,6,5,no,-34.5931,-58.3991,0
891573687174114825,Retiro,Entire rental unit,Entire home/apt,2,1,,2,73416,2,4,4,no,-34.5982,-58.3783,24
891806197924613569,Belgrano,Entire rental unit,Entire home/apt,3,,1,2,38621,1,0,,no,-34.557,-58.4589,0
891892877056117559,Palermo,Entire rental unit,Entire home/apt,3,1,1,1,99734,2,147,4.78,si,-34.5809,-58.4304,255
891924598131571022,Recoleta,Entire rental unit,Entire home/apt,2,1,,1,80091,3,18,4.28,no,-34.5857,-58.389,72
891925389822940668,Recoleta,Entire condo,Entire home/apt,5,2,3,5,168121,14,6,4.83,si,-34.5876,-58.4058,0
891963822923201885,Belgrano,Entire rental unit,Entire home/apt,2,,1,1,108824,2,23,4.7,si,-34.5654,-58.4638,48
886423817987384946,Palermo,Entire rental unit,Entire home/apt,4,1,2,4,163828,3,58,4.95,si,-34.5809,-58.425,138
886430896830040628,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,82879,7,11,4.91,si,-34.5965,-58.4209,0
886486018629088277,San Nicolas,Entire rental unit,Entire home/apt,2,1,1,2,52674,4,36,4.64,si,-34.6056,-58.3901,80
892768966875175308,Recoleta,Entire rental unit,Entire home/apt,5,2.5,3,4,341266,2,19,4.95,no,-34.5911,-58.3925,18
892782805306095294,Villa Crespo,Entire rental unit,Entire home/apt,2,1.5,1,1,109590,2,40,4.63,no,-34.5958,-58.4406,18
892821774021500017,San Nicolas,Entire loft,Entire home/apt,4,1,1,2,116581,1,251,4.94,si,-34.6077,-58.387,255
892825640959853164,Palermo,Entire rental unit,Entire home/apt,2,1,,1,88315,5,1,5,no,-34.5958,-58.4156,0
892838167006947795,Palermo,Private room in home,Private room,1,1,1,1,62534,1,264,4.93,si,-34.5917,-58.4175,255
892842916454466499,Palermo,Entire rental unit,Entire home/apt,16,5,5,20,554560,2,1,5,si,-34.5777,-58.4319,6
892844567713013482,Palermo,Entire rental unit,Entire home/apt,4,,2,,343778,60,0,,no,-34.5885,-58.4195,0
891966638253220922,Recoleta,Entire condo,Entire home/apt,4,1.5,1,2,332024,1,78,4.91,si,-34.5878,-58.3924,114
891971252914090923,Recoleta,Entire condo,Entire home/apt,2,1,,1,219800,1,47,4.83,si,-34.5875,-58.3923,24
891981613847936496,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,69754,1,46,4.74,no,-34.5794,-58.4289,150
892039858112106917,San Nicolas,Entire rental unit,Entire home/apt,6,1.5,2,5,147954,2,65,4.69,no,-34.6028,-58.3919,180
892071100113434016,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,34087,30,0,,no,-34.5972,-58.3889,0
892078523996531391,Palermo,Private room in villa,Private room,1,3,1,1,38392,10,1,4,no,-34.5804,-58.4358,20
892081019824647729,Palermo,Entire rental unit,Entire home/apt,2,,1,,119619,1,164,4.8,no,-34.5833,-58.4273,255
892097792726182771,Palermo,Private room in home,Private room,1,3,,1,26913,7,1,4,no,-34.5804,-58.4358,0
886875838635893448,Balvanera,Entire rental unit,Entire home/apt,2,1,1,1,90524,2,40,4.95,si,-34.5997,-58.4116,42
886891411482893672,San Nicolas,Entire rental unit,Entire home/apt,2,1,1,1,85228,2,4,5,no,-34.6037,-58.3816,6
886976247156986054,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,74224,2,0,,no,-34.586,-58.4247,0
894262434046866316,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,154997,1,102,4.9,no,-34.5857,-58.4241,204
894358052393116175,Villa Crespo,Entire rental unit,Entire home/apt,4,,1,,99032,2,1,5,no,-34.6003,-58.431,0
894415627229196563,Belgrano,Entire rental unit,Entire home/apt,2,1,1,1,40200,7,19,4.68,no,-34.5645,-58.4571,56
894424162774555617,Parque Patricios,Entire rental unit,Entire home/apt,4,1,1,1,70055,3,31,4.65,no,-34.6293,-58.4055,24
894459874836175557,Palermo,Entire rental unit,Entire home/apt,2,,1,,,5,5,5,no,-34.5907,-58.4334,10
894503638247964991,Paternal,Entire home,Entire home/apt,2,1,1,1,67623,5,29,4.83,si,-34.6034,-58.4726,110
894746393571551003,Almagro,Entire rental unit,Entire home/apt,2,1.5,1,1,375202,1,66,4.85,no,-34.6125,-58.4219,108
892862842661186959,Mataderos,Entire condo,Entire home/apt,4,1,2,3,75934,5,21,4.76,si,-34.6557,-58.4952,110
892883678376544292,San Nicolas,Entire rental unit,Entire home/apt,3,1,1,1,59854,5,26,4.81,no,-34.6032,-58.3765,170
892915828453587935,Palermo,Entire condo,Entire home/apt,2,1,,1,192068,1,72,4.92,si,-34.5786,-58.4353,42
892967478567672984,Nueva Pompeya,Entire rental unit,Entire home/apt,2,1,1,2,52856,2,7,4.29,no,-34.6542,-58.4222,0
892984136520479058,Constitucion,Entire rental unit,Entire home/apt,2,1,1,1,50980,1,28,5,no,-34.6182,-58.3849,0
892997888896077187,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,142047,3,53,4.79,si,-34.5781,-58.4387,78
893008191052183685,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,46068,2,194,4.68,no,-34.5923,-58.4095,255
886990654603088391,San Cristobal,Entire rental unit,Entire home/apt,2,1,1,1,,5,0,,no,-34.6199,-58.4084,0
887011098519198325,Monserrat,Shared room in bed and breakfast,Shared room,1,1,1,6,17494,6,9,4.56,no,-34.6094,-58.38,96
887071236895312187,Recoleta,Entire rental unit,Entire home/apt,4,1,1,3,64080,7,76,4.83,no,-34.5979,-58.4027,112
887144371376550418,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,93448,3,71,4.97,no,-34.5795,-58.4291,24
887161267673008729,Belgrano,Entire rental unit,Entire home/apt,3,1,2,2,130425,2,37,4.57,no,-34.5558,-58.4576,72
887226957642231809,Puerto Madero,Entire rental unit,Entire home/apt,2,1.5,1,1,395629,4,82,4.88,si,-34.6112,-58.3635,208
893038216418085144,Palermo,Entire rental unit,Entire home/apt,12,3,3,6,308388,2,62,4.77,si,-34.5904,-58.4357,66
893060311084060196,Recoleta,Entire condo,Entire home/apt,2,1,1,1,102623,3,30,4.87,si,-34.5861,-58.4008,36
893273646610816493,Recoleta,Entire rental unit,Entire home/apt,5,,3,4,249390,1,99,4.69,no,-34.5924,-58.4125,246
893320380585855074,Almagro,Entire rental unit,Entire home/apt,4,1,,2,159714,2,63,4.9,si,-34.602,-58.4156,120
893337526529864449,Palermo,Entire loft,Entire home/apt,2,,1,,,2,61,4.93,no,-34.5819,-58.428,30
893367113265378025,San Telmo,Entire rental unit,Entire home/apt,4,1,1,2,156335,1,250,4.72,no,-34.6166,-58.3672,255
893374313911941317,Palermo,Entire rental unit,Entire home/apt,3,1.5,2,2,86021,4,0,,no,-34.5844,-58.4262,0
887371468175080762,Recoleta,Entire rental unit,Entire home/apt,2,1,2,2,108631,3,3,4.33,no,-34.5865,-58.4078,18
887378526728128381,Palermo,Entire rental unit,Entire home/apt,3,1,2,2,101945,2,9,4.89,no,-34.5857,-58.408,0
893376304046351185,Monserrat,Shared room in guesthouse,Shared room,1,1.5,1,1,31267,1,6,4.17,no,-34.6165,-58.3914,6
893420887775472074,Saavedra,Entire rental unit,Entire home/apt,2,1.5,1,1,110439,2,21,4.9,no,-34.5481,-58.4713,0
893508272702079256,San Nicolas,Private room in rental unit,Private room,2,,,2,265024,1,11,4.55,no,-34.6073,-58.3883,12
893521102470821693,Almagro,Entire rental unit,Entire home/apt,3,,1,,,1,1,5,no,-34.6049,-58.4143,0
893532102907118314,Villa Crespo,Entire rental unit,Entire home/apt,4,1.5,1,2,151217,3,76,4.96,si,-34.5984,-58.4394,138
893532111889611713,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,108778,4,56,4.82,si,-34.5917,-58.4215,176
893564746791000399,Recoleta,Entire rental unit,Entire home/apt,2,,1,1,68938,2,0,,no,-34.5972,-58.3879,0
893567497771206295,San Nicolas,Entire rental unit,Entire home/apt,2,1,2,2,46443,20,3,5,si,-34.5996,-58.3887,120
894808377813579379,Palermo,Entire rental unit,Entire home/apt,2,,1,,,5,0,,no,-34.5812,-58.4417,0
894814681921170262,San Nicolas,Entire rental unit,Entire home/apt,5,1,1,3,129327,1,0,,no,-34.6023,-58.3825,0
894830213857148740,Palermo,Entire rental unit,Entire home/apt,3,1.5,1,2,139124,2,12,4.92,si,-34.5917,-58.4262,48
894870941827863220,Palermo,Entire rental unit,Entire home/apt,4,1,1,2,108066,3,25,5,no,-34.5878,-58.4395,36
894875947778762545,Recoleta,Entire condo,Entire home/apt,6,1,2,5,148619,2,29,4.69,no,-34.5854,-58.4064,72
894876382069775523,Belgrano,Entire condo,Entire home/apt,3,1,,2,87026,2,36,4.72,no,-34.5593,-58.4459,60
894881221874944369,Palermo,Entire serviced apartment,Entire home/apt,4,1,1,2,111419,6,21,4.9,no,-34.584,-58.4438,96
894909669682163904,Belgrano,Entire rental unit,Entire home/apt,2,1,1,1,64519,3,75,4.76,si,-34.5584,-58.4518,228
894919959032368755,Chacarita,Entire rental unit,Entire home/apt,3,1,1,2,78912,1,136,4.85,si,-34.5911,-58.4468,255
894931558688897247,Palermo,Entire rental unit,Entire home/apt,4,2,2,2,279912,2,58,4.93,si,-34.5827,-58.435,108
894932157693346760,Palermo,Entire rental unit,Entire home/apt,4,2,2,2,277680,2,30,4.73,si,-34.5827,-58.435,18
894935809984209924,Puerto Madero,Entire rental unit,Entire home/apt,2,1.5,1,1,230779,2,37,4.84,si,-34.604,-58.3632,96
894937204040251531,Palermo,Entire condo,Entire home/apt,2,1,1,1,,2,78,4.68,no,-34.5673,-58.4348,210
894944840361088911,Constitucion,Entire rental unit,Entire home/apt,2,1,,2,68974,4,0,,no,-34.6183,-58.3774,0
894952650746443997,Paternal,Entire home,Entire home/apt,2,1,1,1,95156,1,23,4.96,si,-34.6034,-58.4726,78
893587644064972279,Puerto Madero,Entire condo,Entire home/apt,4,2,2,3,310063,1,107,4.94,si,-34.6176,-58.3631,174
893591724733108968,Villa Pueyrredon,Entire loft,Entire home/apt,2,,1,,68890,4,61,4.87,si,-34.5854,-58.5047,208
893606032946022208,San Nicolas,Entire rental unit,Entire home/apt,5,1,3,,50782,30,7,4.43,no,-34.6048,-58.3877,255
893631979113476313,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,120232,2,43,4.44,no,-34.5857,-58.4249,144
893698473325207274,Palermo,Entire condo,Entire home/apt,3,1,1,5,142684,2,86,4.94,si,-34.5854,-58.441,78
893721864667361172,Recoleta,Entire rental unit,Entire home/apt,4,1,1,2,127096,1,161,4.83,si,-34.5876,-58.3988,246
893730175023051273,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,80743,2,54,4.5,si,-34.5792,-58.4338,78
894959135743871874,Recoleta,Entire rental unit,Entire home/apt,2,1,,1,60938,2,112,4.63,no,-34.5981,-58.4023,180
894960446931101121,Recoleta,Entire condo,Entire home/apt,2,1,,1,219800,1,76,4.87,si,-34.5889,-58.3923,174
894962610130226228,Flores,Entire rental unit,Entire home/apt,3,1,1,2,73481,3,0,,no,-34.6303,-58.4611,0
894962671081910615,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,68489,2,112,4.91,si,-34.5806,-58.4257,255
894965193342312176,Recoleta,Entire condo,Entire home/apt,2,1,,1,219800,1,91,4.96,si,-34.5876,-58.3921,222
894967523628202556,San Nicolas,Entire rental unit,Entire home/apt,2,1,1,1,59810,3,89,4.87,si,-34.6005,-58.3792,36
894970859427536111,Palermo,Entire rental unit,Entire home/apt,2,1,,1,165662,2,23,4.74,no,-34.5744,-58.4401,72
893864415277881109,Recoleta,Private room in rental unit,Private room,2,1,,1,37550,1,86,4.83,si,-34.5939,-58.4074,255
894038438981258842,Recoleta,Entire rental unit,Entire home/apt,2,1.5,1,1,115390,1,152,4.94,si,-34.5908,-58.3871,255
894066938157711193,Recoleta,Entire rental unit,Entire home/apt,3,1,,1,111396,1,35,4.46,no,-34.5966,-58.4122,102
894079214962564461,Caballito,Entire rental unit,Entire home/apt,2,,,1,77121,4,0,,no,-34.6155,-58.4404,0
894124414184943584,Barracas,Entire rental unit,Entire home/apt,4,1.5,1,3,125131,3,52,4.75,no,-34.6286,-58.3734,108
894136182918392539,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,99518,1,6,5,no,-34.5643,-58.4369,0
894211938998727887,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,90078,2,97,4.95,si,-34.5935,-58.4299,255
894999579396317987,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,118084,2,0,,no,-34.588,-58.4149,0
895044338312330152,San Cristobal,Entire rental unit,Entire home/apt,2,1,1,1,68817,2,8,5,no,-34.6227,-58.4119,18
895051317185156146,Puerto Madero,Entire rental unit,Entire home/apt,2,1,,1,142637,1,513,4.95,si,-34.6155,-58.3665,255
895058070131107148,Palermo,Entire rental unit,Entire home/apt,4,1,,2,203533,1,104,4.93,si,-34.5772,-58.4291,156
895058627518560900,Palermo,Entire rental unit,Entire home/apt,2,1,,1,145935,1,8,4.75,si,-34.5778,-58.4301,24
895156718055162540,Palermo,Entire rental unit,Entire home/apt,3,1,1,3,147394,2,40,4.85,si,-34.5858,-58.4415,42
895252328059756027,Paternal,Entire rental unit,Entire home/apt,2,1,1,1,82403,2,13,4.85,si,-34.6034,-58.4726,18
887536148215356463,Palermo,Entire rental unit,Entire home/apt,4,2,2,3,217378,3,41,4.93,no,-34.5862,-58.4084,0
895472255168285140,Nuñez,Entire rental unit,Entire home/apt,2,1.5,1,1,373803,1,1,5,no,-34.5501,-58.4673,6
895560829449744096,Nuñez,Entire rental unit,Entire home/apt,3,1,1,2,81393,3,18,4.56,no,-34.5515,-58.4663,66
895639968523658437,Nuñez,Entire rental unit,Entire home/apt,2,1,1,1,69146,4,24,4.92,si,-34.5434,-58.4718,0
895644162906249323,Palermo,Entire condo,Entire home/apt,4,1,1,2,90823,3,45,4.84,si,-34.5849,-58.4204,138
895645961500522749,Palermo,Entire rental unit,Entire home/apt,2,1,,1,54109,28,9,4.89,no,-34.5812,-58.4266,255
895658800274068998,Constitucion,Entire rental unit,Entire home/apt,2,1,1,2,115250,1,3,5,no,-34.6248,-58.3792,0
895666389951043083,Palermo,Entire home,Entire home/apt,7,2,2,3,442366,3,8,4.88,no,-34.5846,-58.4267,0
894217844029157319,Palermo,Entire rental unit,Entire home/apt,4,1,1,3,135490,1,21,4.95,si,-34.5788,-58.4355,42
894221013146195847,Monserrat,Entire rental unit,Entire home/apt,2,1,1,1,77957,2,92,4.71,no,-34.6166,-58.3845,174
894222383810419538,Almagro,Entire rental unit,Entire home/apt,2,1,1,1,81192,3,0,,no,-34.6003,-58.4207,0
894233110761096181,Villa Gral. Mitre,Casa particular,Entire home/apt,2,1,1,1,66944,5,26,4.69,si,-34.6035,-58.4708,110
897099379926527439,Palermo,Entire rental unit,Entire home/apt,4,2,2,3,231463,5,72,4.78,si,-34.5811,-58.4369,170
897130830588049956,Monserrat,Private room in rental unit,Private room,1,2,,1,21749,7,0,,no,-34.6082,-58.373,0
897173132406667429,Recoleta,Entire rental unit,Entire home/apt,3,1.5,1,2,184910,2,18,4.94,no,-34.5885,-58.3916,24
887564569018997538,Belgrano,Entire rental unit,Entire home/apt,2,,1,1,148674,2,1,4,no,-34.5523,-58.4559,0
895675015447384103,Palermo,Entire rental unit,Entire home/apt,3,1,1,3,151154,2,74,4.89,si,-34.5854,-58.441,144
895724309604069446,Villa Urquiza,Entire rental unit,Entire home/apt,4,,,2,141446,2,80,4.84,si,-34.5732,-58.4735,162
895727982829463176,Palermo,Entire rental unit,Entire home/apt,3,1,1,4,143506,2,37,5,si,-34.5801,-58.4319,108
895812236986430043,San Nicolas,Entire rental unit,Entire home/apt,2,1,,1,125600,1,167,4.85,si,-34.6072,-58.3839,255
895977581948525394,Belgrano,Entire rental unit,Entire home/apt,2,1,1,1,58627,5,28,5,no,-34.557,-58.4654,0
896298926152228645,Recoleta,Entire rental unit,Entire home/apt,2,1,1,2,82313,2,46,4.46,no,-34.5963,-58.4084,78
896355252096928274,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,84032,5,70,4.84,si,-34.5768,-58.4301,200
897188641452691898,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,87055,3,45,4.91,no,-34.588,-58.4391,42
897211946234038237,San Nicolas,Entire rental unit,Entire home/apt,4,1,1,3,113573,2,73,4.99,si,-34.6034,-58.3819,204
897236529239666286,Palermo,Entire rental unit,Entire home/apt,2,,1,,13521,120,2,5,si,-34.5741,-58.4385,0
897300983117766539,Palermo,Entire rental unit,Entire home/apt,2,2,1,3,110261,1,20,4.8,no,-34.5914,-58.4324,0
897314166248337270,San Nicolas,Entire condo,Entire home/apt,4,1,,4,81890,2,105,4.9,si,-34.6024,-58.376,180
897361010279986047,Balvanera,Entire rental unit,Entire home/apt,2,1,1,,86954,1,2,4.5,no,-34.6108,-58.4106,0
897555619781905929,San Nicolas,Entire rental unit,Entire home/apt,2,1,1,1,113901,2,62,4.98,si,-34.5989,-58.3741,30
887567888232117293,San Nicolas,Entire rental unit,Entire home/apt,3,1,1,2,88341,2,27,5,si,-34.6051,-58.3848,54
887593985291036610,San Telmo,Shared room in home,Shared room,6,1,1,5,30000,1,20,4.75,no,-34.6202,-58.3729,78
887615210748428386,Nuñez,Entire condo,Entire home/apt,2,,,,,3,68,4.85,si,-34.5536,-58.4595,192
887649288502887532,Monserrat,Entire serviced apartment,Entire home/apt,2,1,1,1,90078,2,104,4.97,si,-34.6118,-58.3744,246
897722189621203202,Palermo,Entire rental unit,Entire home/apt,2,1,,1,112143,2,69,4.94,si,-34.579,-58.4346,126
897743742234077113,Palermo,Entire rental unit,Entire home/apt,6,1.5,4,5,263057,3,72,4.93,no,-34.5851,-58.4143,126
897745228031167846,San Telmo,Entire rental unit,Entire home/apt,2,1,1,1,86170,2,10,5,no,-34.6162,-58.3742,0
897755924919715226,San Nicolas,Entire rental unit,Entire home/apt,4,1,1,2,101676,2,19,5,no,-34.5992,-58.3782,42
897790699537057046,Recoleta,Entire rental unit,Entire home/apt,4,2,2,3,151636,15,31,4.94,si,-34.595,-58.3902,180
897800715174360093,Recoleta,Entire rental unit,Entire home/apt,4,1,,3,164476,2,145,4.86,si,-34.5885,-58.3916,210
897846677126219647,Puerto Madero,Entire rental unit,Entire home/apt,2,2.5,1,2,214085,4,26,4.81,no,-34.6085,-58.3624,48
896370042593235128,Retiro,Entire condo,Entire home/apt,2,1,1,1,86654,2,1,5,no,-34.5978,-58.377,0
896426438760143144,Belgrano,Entire rental unit,Entire home/apt,2,1,1,1,101612,4,46,4.98,si,-34.5571,-58.4549,88
896539744494710509,Recoleta,Entire rental unit,Entire home/apt,4,1.5,1,2,288350,3,56,4.93,si,-34.5887,-58.3915,102
896540006328332014,Retiro,Entire rental unit,Entire home/apt,3,1,1,2,53679,2,167,4.67,no,-34.5961,-58.3805,255
896621654700904119,Villa Crespo,Entire condo,Entire home/apt,4,2,2,3,172436,1,192,4.93,si,-34.5946,-58.4335,255
896642164306474281,Balvanera,Entire rental unit,Entire home/apt,3,1,1,2,73685,6,23,4.87,si,-34.6039,-58.3994,72
896907029922989035,Balvanera,Entire rental unit,Entire home/apt,2,1,,1,52879,15,23,4.87,si,-34.6039,-58.3994,30
887663970649280133,San Nicolas,Entire rental unit,Entire home/apt,2,1,1,1,133091,1,113,4.94,si,-34.5996,-58.3785,255
896935461207659462,San Cristobal,Entire rental unit,Entire home/apt,2,1,1,1,91853,3,7,4.86,no,-34.6227,-58.4119,12
896966945412470665,Palermo,Entire home,Entire home/apt,6,2,3,4,193384,3,48,4.88,si,-34.5827,-58.4389,72
896976813462157558,Balvanera,Entire rental unit,Entire home/apt,2,1,1,1,50817,7,23,4.74,si,-34.6083,-58.4039,84
896983817421107152,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,133236,3,115,4.78,no,-34.5927,-58.3933,150
897000926386006919,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,95134,4,57,4.88,si,-34.5847,-58.424,152
897020941401142333,Colegiales,Entire rental unit,Entire home/apt,4,1,1,3,148890,2,98,4.8,no,-34.5783,-58.4499,186
897852282842890128,San Telmo,Entire rental unit,Entire home/apt,2,1,1,1,75506,3,21,4.9,no,-34.6162,-58.3741,0
897858708816496920,Palermo,Entire rental unit,Entire home/apt,4,,2,,66001,60,42,4.57,no,-34.5819,-58.4244,0
897929636788695229,Constitucion,Entire rental unit,Entire home/apt,2,1,1,1,54374,1,0,,no,-34.6183,-58.3866,0
897933758824299611,San Telmo,Entire rental unit,Entire home/apt,4,1,1,2,154010,1,362,4.92,si,-34.6165,-58.3672,255
897940827630762723,Barracas,Private room in home,Private room,2,1,,1,43178,13,9,4.89,no,-34.6278,-58.3729,52
897943053608005394,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,183017,3,6,4.5,no,-34.5836,-58.4245,6
897949425251829572,San Telmo,Private room in home,Private room,2,1,1,1,43178,14,12,4.92,no,-34.6265,-58.374,84
897030187595972613,Belgrano,Entire condo,Entire home/apt,4,1.5,1,3,107995,3,64,4.95,si,-34.5589,-58.4556,144
897050290539608747,Palermo,Entire rental unit,Entire home/apt,4,1,1,1,70984,3,138,4.88,no,-34.5968,-58.425,198
897055387931678466,Palermo,Entire serviced apartment,Entire home/apt,3,1,1,2,179429,1,107,4.91,si,-34.5817,-58.4243,162
897058564983987792,Belgrano,Entire condo,Entire home/apt,6,2,2,5,159858,3,87,4.99,si,-34.5594,-58.4568,186
897080346888754972,Palermo,Entire rental unit,Entire home/apt,5,2,2,4,117370,2,52,4.67,si,-34.5829,-58.407,42
900837889723986542,Paternal,Casa particular,Entire home/apt,2,1.5,1,1,116968,5,11,5,si,-34.6034,-58.4726,50
897986275213163748,Chacarita,Private room in home,Private room,1,1,,1,37850,7,9,5,si,-34.5809,-58.4604,14
898098014899842957,Palermo,Entire rental unit,Entire home/apt,6,2,2,4,182226,2,117,4.84,si,-34.5837,-58.4416,255
898118158579892438,Balvanera,Entire rental unit,Entire home/apt,4,,1,3,79860,3,7,4.86,si,-34.6002,-58.3941,12
898287302582615959,San Telmo,Entire rental unit,Entire home/apt,5,2,2,6,215813,3,17,4.94,si,-34.6174,-58.3748,24
898424949756235505,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,80152,3,37,4.51,si,-34.5813,-58.4422,66
898435737331545970,San Cristobal,Entire rental unit,Entire home/apt,4,1,2,4,106196,2,18,4.94,si,-34.6227,-58.4119,6
887681436924331799,Almagro,Private room in home,Private room,1,1,,1,38683,14,18,4.56,no,-34.6159,-58.4239,252
887689068965770934,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,93175,1,267,4.94,si,-34.5742,-58.439,255
900891118781920860,Villa Crespo,Entire rental unit,Entire home/apt,4,1,2,3,181238,3,24,4.75,si,-34.5985,-58.4401,66
900896377807409653,Palermo,Entire rental unit,Entire home/apt,4,,2,3,165268,3,103,4.92,si,-34.5764,-58.4238,180
900901729108931983,San Telmo,Entire rental unit,Entire home/apt,4,1,2,2,151064,2,26,4.92,si,-34.6195,-58.3749,24
900967988298676351,Recoleta,Entire serviced apartment,Entire home/apt,3,1,1,2,72768,3,48,4.98,si,-34.5959,-58.4083,102
900984321138262120,San Nicolas,Entire rental unit,Entire home/apt,6,3,3,3,356930,1,5,4.4,si,-34.5992,-58.3769,18
901397063593152336,Nuñez,Entire rental unit,Entire home/apt,3,1,1,3,145912,1,29,4.72,no,-34.5551,-58.4693,66
901463576093444447,Almagro,Entire serviced apartment,Entire home/apt,3,,1,,,1,1,5,no,-34.6052,-58.4238,0
901469127482588647,Almagro,Entire serviced apartment,Entire home/apt,3,1,1,3,133743,1,4,5,no,-34.6054,-58.424,6
898533044517407399,Belgrano,Entire condo,Entire home/apt,6,2,2,5,159858,3,110,4.98,si,-34.5594,-58.4568,168
898535550814248108,Belgrano,Entire condo,Entire home/apt,4,1.5,1,3,118119,3,80,4.94,si,-34.5594,-58.4568,186
898601435403093983,Paternal,Entire rental unit,Entire home/apt,2,1,1,1,48389,20,6,5,no,-34.6007,-58.4583,40
898626980383786982,Palermo,Entire condo,Entire home/apt,2,1,1,1,74697,1,53,4.83,si,-34.5702,-58.4349,96
898695672078419297,Retiro,Entire rental unit,Entire home/apt,2,,1,2,122111,2,14,4.79,si,-34.5942,-58.3799,6
898704393240164267,Nuñez,Entire rental unit,Entire home/apt,2,1,,1,90525,2,40,4.9,no,-34.5562,-58.4683,42
901501342068033893,Palermo,Entire condo,Entire home/apt,6,1.5,2,4,155218,1,116,4.89,si,-34.5859,-58.4111,240
901505451134426379,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,103899,3,4,5,no,-34.5891,-58.3909,24
901507612005235128,Palermo,Entire loft,Entire home/apt,2,1,1,1,261709,2,90,4.89,si,-34.5857,-58.4296,156
901510239292094907,Recoleta,Entire condo,Entire home/apt,2,1,,2,85976,2,116,4.99,si,-34.5972,-58.3888,228
901521908163289922,Palermo,Entire serviced apartment,Entire home/apt,4,1,1,1,190254,2,7,4.86,no,-34.5808,-58.426,0
901537128223192140,Chacarita,Entire rental unit,Entire home/apt,4,1,1,2,117528,2,47,4.91,si,-34.5866,-58.451,84
901541083417114028,Villa Urquiza,Entire rental unit,Entire home/apt,2,1,1,2,84953,5,6,5,no,-34.5762,-58.4831,0
901552952845521402,Monserrat,Entire rental unit,Entire home/apt,2,1,,1,43477,4,30,4.53,no,-34.6154,-58.3863,80
