id,barrio,tipo_propiedad,tipo_habitacion,capacidad,banios,dormitorios,camas,precio_ars,minimo_noches,cantidad_resenias,puntaje_resenias,superanfitrion,latitud,longitud,noches_ocupadas_anio
11508,Palermo,Entire condo,Entire home/apt,2,1,1,1,185388,3,52,4.83,si,-34.582,-58.424,36
13851,Belgrano,Entire condo,Entire home/apt,2,1,1,1,101945,2,1,5,no,-34.5617,-58.4441,0
14222,Palermo,Entire rental unit,Entire home/apt,2,,1,,,6,131,4.78,no,-34.5872,-58.4111,36
20062,Palermo,Entire rental unit,Entire home/apt,4,1.5,2,2,235938,2,388,4.94,si,-34.5819,-58.4416,255
24713,San Nicolas,Entire rental unit,Entire home/apt,3,1,1,2,113841,1,393,4.67,si,-34.6025,-58.3781,54
24763,Chacarita,Entire loft,Entire home/apt,2,1,1,1,517941,12,37,4.62,no,-34.5864,-58.4457,0
27631,Recoleta,Entire rental unit,Entire home/apt,3,1,1,3,114645,2,118,4.72,no,-34.5927,-58.3894,6
31216,Belgrano,Entire rental unit,Entire home/apt,2,1,1,1,157287,7,13,5,no,-34.5595,-58.4453,28
31514,Monserrat,Entire loft,Entire home/apt,5,,1,,,1,52,4.31,no,-34.6149,-58.3752,18
379826,Palermo,Entire rental unit,Entire home/apt,1,1,1,2,49343,3,24,4.47,no,-34.5964,-58.4216,24
379839,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,49343,3,52,4.65,no,-34.5968,-58.4203,12
380989,San Nicolas,Entire rental unit,Entire home/apt,2,1,1,1,86480,1,54,4.75,si,-34.608,-58.3794,42
388089,Almagro,Entire rental unit,Entire home/apt,2,,1,,,3,72,4.57,no,-34.5992,-58.4209,66
389270,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,49343,3,74,4.46,no,-34.5949,-58.4209,108
394376,Balvanera,Entire rental unit,Entire home/apt,3,1,2,2,82238,4,50,4.52,si,-34.61,-58.3932,24
394407,Monserrat,Entire rental unit,Entire home/apt,5,2,3,4,217751,4,257,4.81,si,-34.6098,-58.3876,144
396509,Puerto Madero,Entire condo,Entire home/apt,2,,1,,,1,270,4.89,no,-34.6141,-58.3612,48
41608,Palermo,Entire rental unit,Entire home/apt,2,1,,1,168214,2,170,4.8,si,-34.5851,-58.4274,48
161463,Palermo,Entire condo,Entire home/apt,4,2,2,2,325962,3,238,4.92,si,-34.5814,-58.4246,126
166846,Villa Crespo,Entire rental unit,Entire home/apt,4,3,2,2,218830,4,91,4.81,si,-34.5916,-58.4401,24
168298,Balvanera,Entire rental unit,Entire home/apt,4,1.5,2,5,152976,4,27,4.87,no,-34.6045,-58.3945,40
169300,Palermo,Entire condo,Entire home/apt,2,1,1,1,76788,2,75,4.93,no,-34.5783,-58.4303,6
172118,Palermo,Entire loft,Entire home/apt,4,2,2,2,197176,3,94,4.8,si,-34.5874,-58.4219,24
172135,Recoleta,Entire rental unit,Entire home/apt,2,1,1,2,77830,3,129,4.89,si,-34.5898,-58.3979,54
176318,Monserrat,Entire rental unit,Entire home/apt,4,1,2,2,1.30788e+06,4,277,4.82,si,-34.6156,-58.3684,152
42450,Monserrat,Entire condo,Entire home/apt,4,2,2,2,155190,3,244,4.82,no,-34.6158,-58.3717,204
45498,Palermo,Entire rental unit,Entire home/apt,4,1.5,2,2,215273,2,226,4.9,si,-34.5818,-58.4414,174
182031,Almagro,Private room in home,Private room,1,2,,1,31267,6,22,4.91,si,-34.6005,-58.4176,72
186005,Retiro,Entire rental unit,Entire home/apt,6,2,2,5,140773,4,89,4.68,no,-34.598,-58.3769,16
190988,Palermo,Entire rental unit,Entire home/apt,6,2,3,4,149594,9,58,4.78,si,-34.5702,-58.4304,144
192259,Almagro,Private room in home,Private room,1,1.5,3,2,22090,3,59,4.63,no,-34.6059,-58.4209,24
196386,Recoleta,Entire rental unit,Entire home/apt,2,,1,,,3,3,5,si,-34.5915,-58.3916,0
203340,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,148029,3,41,4.88,si,-34.581,-58.425,36
413228,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,53104,7,72,4.85,no,-34.5832,-58.4339,70
413662,Monserrat,Entire condo,Entire home/apt,2,1,1,1,79557,7,471,4.47,si,-34.6112,-58.3837,56
415298,Monserrat,Entire rental unit,Entire home/apt,5,2,2,3,256567,2,148,4.74,no,-34.6148,-58.377,36
415985,Palermo,Entire rental unit,Entire home/apt,3,1,,3,76065,14,26,4.8,si,-34.5807,-58.4239,224
427283,Palermo,Entire rental unit,Entire home/apt,4,2.5,2,4,295794,3,47,4.77,si,-34.5791,-58.4385,24
435818,Recoleta,Entire rental unit,Entire home/apt,2,1,2,1,83697,3,45,4.58,no,-34.5852,-58.4073,0
48089,Recoleta,Entire rental unit,Entire home/apt,4,,2,,,5,111,4.84,no,-34.587,-58.3879,0
48535,Retiro,Entire rental unit,Entire home/apt,2,,1,,28594,90,0,,no,-34.5962,-58.3753,0
53097,Monserrat,Entire loft,Entire home/apt,4,1,2,3,99434,1,46,4.2,no,-34.6149,-58.3752,36
61282,Nuñez,Entire loft,Entire home/apt,2,2,1,1,65760,6,154,4.89,no,-34.554,-58.4675,60
65446,Palermo,Entire condo,Entire home/apt,2,1.5,1,1,276021,3,218,4.96,si,-34.581,-58.4235,36
66939,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,160489,3,387,4.94,si,-34.5827,-58.425,138
66940,Palermo,Entire condo,Entire home/apt,2,1,1,1,121613,3,298,4.95,si,-34.5827,-58.4238,120
438557,Almagro,Entire rental unit,Entire home/apt,2,1,1,1,78690,4,46,4.85,si,-34.5984,-58.415,48
438798,Palermo,Entire condo,Entire home/apt,6,1.5,2,3,212324,5,125,4.65,si,-34.5841,-58.4235,30
455717,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,122090,2,55,4.55,no,-34.5888,-58.4121,24
456640,Recoleta,Private room in bed and breakfast,Private room,2,1.5,,1,98142,1,245,4.54,no,-34.5879,-58.3969,78
456644,Recoleta,Private room in rental unit,Private room,2,1.5,,1,101565,1,166,4.58,no,-34.5877,-58.3952,60
466357,Recoleta,Entire condo,Entire home/apt,3,1,1,2,106657,3,246,4.93,si,-34.5943,-58.3988,126
204628,Palermo,Entire loft,Entire home/apt,2,,1,,105712,4,90,4.92,si,-34.5835,-58.4281,32
205781,Palermo,Entire rental unit,Entire home/apt,5,,2,3,399288,1,18,4.5,no,-34.5795,-58.4302,0
206738,Palermo,Entire rental unit,Entire home/apt,8,1,3,5,458759,1,46,4.63,no,-34.5782,-58.4296,18
225752,Boedo,Private room in home,Private room,2,1,,1,50915,7,2,5,no,-34.6258,-58.4198,0
225905,Recoleta,Entire rental unit,Entire home/apt,3,1,1,2,126347,2,27,4.54,no,-34.5964,-58.3919,6
238619,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,81050,2,84,4.78,si,-34.5945,-58.4013,108
68489,Palermo,Entire condo,Entire home/apt,3,1,1,1,143169,3,157,4.8,no,-34.5804,-58.4321,12
68800,Recoleta,Entire rental unit,Entire home/apt,12,5.5,4,6,804683,2,98,4.54,no,-34.5928,-58.3876,0
68868,Palermo,Entire condo,Entire home/apt,2,1.5,1,1,200362,3,375,4.96,si,-34.5817,-58.4253,168
69063,Recoleta,Entire rental unit,Entire home/apt,4,1,1,3,133002,1,390,4.68,no,-34.5954,-58.3968,84
239853,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,125825,4,201,4.87,no,-34.5767,-58.4316,32
243320,Villa Crespo,Entire loft,Entire home/apt,3,1,1,3,73041,7,4,4.5,no,-34.5991,-58.4387,14
245895,Palermo,Entire rental unit,Entire home/apt,3,1,1,1,132777,3,59,4.8,si,-34.5813,-58.4248,24
250327,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,90267,5,114,4.62,si,-34.5907,-58.3991,10
253370,Almagro,Entire rental unit,Entire home/apt,2,1,1,1,50980,1,116,4.69,si,-34.5992,-58.416,30
264769,Palermo,Entire condo,Entire home/apt,2,1,1,1,200362,3,88,4.93,si,-34.5812,-58.4245,36
275933,Palermo,Entire rental unit,Entire home/apt,4,1,2,3,112143,3,167,4.73,no,-34.5804,-58.4075,108
472446,Recoleta,Entire condo,Entire home/apt,3,1,1,3,112284,3,199,4.93,si,-34.5911,-58.3907,120
476044,Palermo,Entire home,Entire home/apt,8,4,4,8,509876,1,305,4.88,si,-34.5872,-58.4312,222
487707,Boca,Entire rental unit,Entire home/apt,2,1,2,1,48378,10,13,4.46,no,-34.6326,-58.3578,20
495595,Constitucion,Entire rental unit,Entire home/apt,2,1,1,1,94968,3,3,4.5,no,-34.6207,-58.3891,0
499565,Palermo,Entire rental unit,Entire home/apt,2,1.5,1,1,84056,1,89,4.93,no,-34.5797,-58.4398,30
499705,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,154182,7,46,4.89,no,-34.5812,-58.4339,0
69086,Monserrat,Entire loft,Entire home/apt,2,1,1,2,74445,1,44,4.26,no,-34.615,-58.3752,18
70082,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,71616,20,52,4.86,no,-34.5693,-58.4437,80
71801,Recoleta,Entire rental unit,Entire home/apt,2,1,,1,105225,3,123,4.57,no,-34.5951,-58.3991,36
72204,Palermo,Entire townhouse,Entire home/apt,8,2,4,5,628401,2,113,4.97,si,-34.5902,-58.4299,150
278433,Palermo,Entire rental unit,Entire home/apt,6,1,2,4,376348,1,10,4.4,no,-34.5795,-58.4291,0
278637,Palermo,Entire home,Entire home/apt,3,1,1,1,139886,1,6,4.5,no,-34.5777,-58.4304,0
280564,Palermo,Entire rental unit,Entire home/apt,2,,2,,,20,12,4.33,no,-34.5794,-58.4289,0
281131,Recoleta,Entire rental unit,Entire home/apt,3,1,1,2,127843,2,54,4.76,no,-34.5964,-58.3919,6
284823,Palermo,Entire rental unit,Entire home/apt,3,,1,,,3,34,4.78,si,-34.5857,-58.4283,0
286683,Palermo,Entire rental unit,Entire home/apt,4,1,2,2,120772,3,53,4.67,no,-34.5834,-58.4371,24
287215,Recoleta,Entire rental unit,Entire home/apt,3,1,1,4,122856,2,329,4.78,si,-34.5938,-58.3915,18
503974,Recoleta,Entire rental unit,Entire home/apt,4,2,2,3,248110,7,24,4.87,no,-34.59,-58.4105,0
518190,Palermo,Entire rental unit,Entire home/apt,3,1,2,2,100941,6,65,4.63,si,-34.5783,-58.432,60
521338,Recoleta,Entire rental unit,Entire home/apt,6,3.5,3,3,517323,7,9,4.89,no,-34.59,-58.389,14
521783,Constitucion,Private room in home,Private room,2,1,,1,75190,2,167,4.52,no,-34.6195,-58.3842,30
523143,Constitucion,Private room in home,Private room,2,1,,1,40200,2,28,4.61,no,-34.6212,-58.3834,42
530417,Villa Luro,Private room in home,Private room,1,,,1,33977,1,0,,no,-34.6422,-58.4997,0
536467,Palermo,Private room in rental unit,Private room,6,2,,1,28885,1,25,4.84,no,-34.5915,-58.4236,6
74383,Palermo,Entire loft,Entire home/apt,4,2.5,2,2,447076,3,254,4.95,si,-34.5874,-58.4331,255
75094,Recoleta,Entire rental unit,Entire home/apt,4,1.5,1,1,68221,5,199,4.75,no,-34.5892,-58.3952,130
290421,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,,2,33,4.94,si,-34.5861,-58.4241,84
292877,Palermo,Private room in rental unit,Private room,6,2.5,,1,24827,5,22,4.81,no,-34.5896,-58.4248,10
298494,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,137437,2,56,4.91,si,-34.5861,-58.4241,36
301727,Monserrat,Entire serviced apartment,Entire home/apt,4,1,2,3,100500,1,173,4.58,si,-34.6106,-58.3807,144
302722,Palermo,Entire rental unit,Entire home/apt,2,1,,2,138499,3,19,4.72,no,-34.5821,-58.4066,12
305313,Parque Patricios,Private room in rental unit,Private room,1,,1,,28970,21,28,4.54,si,-34.6304,-58.3973,0
75492,Palermo,Entire loft,Entire home/apt,2,1,1,1,131023,1,409,4.73,si,-34.589,-58.4202,66
75526,Palermo,Entire condo,Entire home/apt,2,1,1,1,126098,3,201,4.94,si,-34.5826,-58.4235,162
77404,Palermo,Entire rental unit,Entire home/apt,3,1.5,2,2,181056,2,77,4.76,no,-34.5669,-58.4332,102
78068,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,73452,3,41,4.71,no,-34.5827,-58.4037,36
78685,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,85926,3,69,4.85,no,-34.5824,-58.4055,30
553921,Recoleta,Entire rental unit,Entire home/apt,2,1,1,2,67963,3,57,4.72,no,-34.5881,-58.396,0
561934,Villa Devoto,Camper/RV,Entire home/apt,4,1,1,3,50623,1,14,4.79,no,-34.605,-58.5242,6
564422,Palermo,Entire rental unit,Entire home/apt,2,,1,1,87635,5,50,4.6,no,-34.5943,-58.4262,0
568747,Palermo,Entire rental unit,Entire home/apt,2,1.5,1,2,49343,3,79,4.67,no,-34.5951,-58.4204,72
586214,Villa Crespo,Entire loft,Entire home/apt,2,1.5,1,2,96443,1,56,4.72,si,-34.5963,-58.4274,12
589147,Chacarita,Private room in home,Private room,1,2,,1,42016,3,123,4.81,no,-34.5879,-58.4428,24
590806,Monserrat,Entire guest suite,Entire home/apt,1,1,1,2,49938,1,42,4.45,no,-34.6159,-58.391,0
306194,Palermo,Entire rental unit,Entire home/apt,4,1,2,2,141467,14,25,4.92,si,-34.5884,-58.4108,84
309428,Constitucion,Entire rental unit,Entire home/apt,2,1.5,1,1,93452,4,125,4.73,no,-34.6183,-58.379,8
315790,Palermo,Private room in rental unit,Private room,2,1.5,,1,68489,3,93,4.8,si,-34.5909,-58.4227,6
316228,Palermo,Entire rental unit,Entire home/apt,3,1.5,1,1,270483,3,32,4.94,si,-34.5774,-58.437,12
316251,Villa Crespo,Entire rental unit,Entire home/apt,2,1,1,2,79626,3,47,4.52,si,-34.594,-58.4311,24
317484,Palermo,Private room in rental unit,Private room,1,1.5,,1,40200,1,229,4.74,si,-34.5899,-58.4224,66
317486,Palermo,Private room in rental unit,Private room,1,1.5,,1,40200,2,292,4.8,si,-34.5908,-58.4213,198
78703,Recoleta,Entire condo,Entire home/apt,2,1,1,1,89714,2,238,4.78,si,-34.5945,-58.3959,72
79766,Recoleta,Entire condo,Entire home/apt,3,1,1,2,107200,1,247,4.86,si,-34.5912,-58.3966,54
81120,Monserrat,Entire serviced apartment,Entire home/apt,4,1,1,3,84956,1,238,4.83,si,-34.6116,-58.3819,255
317509,Villa Urquiza,Private room in home,Private room,3,2,,2,161412,1,3,5,no,-34.5793,-58.486,0
323488,Palermo,Entire rental unit,Entire home/apt,2,1,1,,122090,2,66,4.78,no,-34.5872,-58.4297,18
323708,Palermo,Private room in rental unit,Private room,2,1.5,3,2,68781,3,24,4.88,si,-34.5902,-58.423,42
337301,Balvanera,Entire condo,Entire home/apt,6,1,2,5,186845,2,56,4.33,no,-34.6033,-58.394,6
338066,Coghlan,Entire rental unit,Entire home/apt,5,1,2,3,120601,2,148,4.97,si,-34.564,-58.4748,114
338631,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,88717,3,185,4.8,si,-34.5916,-58.4114,18
338678,Recoleta,Entire condo,Entire home/apt,3,1,1,1,77357,7,200,4.77,si,-34.5871,-58.4009,255
593333,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,72519,28,22,4.71,no,-34.5895,-58.4206,56
597968,Retiro,Entire rental unit,Entire home/apt,3,1,1,2,60052,3,6,4.5,no,-34.5984,-58.3792,0
602330,San Telmo,Entire rental unit,Entire home/apt,2,1,1,1,74337,4,3,4.33,no,-34.622,-58.3708,8
604549,Palermo,Entire home,Entire home/apt,3,1,2,2,205865,15,35,4.91,si,-34.5874,-58.4287,30
605010,Villa Crespo,Entire rental unit,Entire home/apt,4,2,2,4,107379,2,411,4.95,si,-34.5925,-58.4422,210
605496,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,70276,2,134,4.65,no,-34.5783,-58.4089,96
619485,Recoleta,Entire rental unit,Entire home/apt,4,2,2,3,268080,4,32,4.69,no,-34.5916,-58.4005,8
81457,Colegiales,Entire condo,Entire home/apt,4,,2,3,223714,1,33,4.77,si,-34.5675,-58.454,48
83152,Palermo,Entire condo,Entire home/apt,2,1,1,1,130584,2,163,4.95,si,-34.5827,-58.4231,90
83440,Recoleta,Entire rental unit,Entire home/apt,3,,2,2,90858,30,8,4.88,no,-34.5937,-58.4123,0
93174,Balvanera,Private room in rental unit,Private room,2,,,,,2,17,4.81,no,-34.603,-58.4019,0
96490,Palermo,Private room in rental unit,Private room,1,1,,1,9167,7,1,5,no,-34.585,-58.4121,0
342401,Balvanera,Private room in rental unit,Private room,1,,,,100989,1,49,4.86,no,-34.5985,-58.4058,24
348635,Palermo,Entire condo,Entire home/apt,4,1,1,3,129327,2,46,4.63,no,-34.5787,-58.4283,0
349688,Palermo,Entire condo,Entire home/apt,2,,1,,,20,206,4.89,no,-34.5874,-58.4219,40
358640,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,44667,3,38,4.51,no,-34.5965,-58.4219,48
362403,Palermo,Entire rental unit,Entire home/apt,4,1,2,4,113638,2,250,4.9,si,-34.5869,-58.4254,42
369935,Almagro,Private room in home,Private room,15,,8,,,2,26,4.68,si,-34.611,-58.4219,0
369961,Almagro,Private room in home,Private room,8,6,8,12,34245,2,74,4.67,si,-34.611,-58.4219,0
100080,San Nicolas,Entire rental unit,Entire home/apt,4,1,1,5,136078,3,25,4.25,no,-34.6041,-58.3887,0
627230,Recoleta,Entire rental unit,Entire home/apt,3,1,1,2,82737,3,128,4.72,si,-34.5924,-58.3933,78
640706,Retiro,Entire condo,Entire home/apt,2,1,1,1,87375,7,26,4.88,no,-34.5952,-58.3824,98
649664,Palermo,Entire condo,Entire home/apt,2,,1,1,81904,3,46,4.38,no,-34.5808,-58.4344,6
654749,Recoleta,Entire rental unit,Entire home/apt,3,1,1,2,98288,5,10,4.5,no,-34.5958,-58.3941,0
664172,Palermo,Entire rental unit,Entire home/apt,4,1,1,2,252158,5,5,4.8,no,-34.5853,-58.4265,10
668244,Almagro,Entire home,Entire home/apt,16,6,6,15,930560,1,92,4.94,si,-34.5982,-58.4164,60
670711,Recoleta,Entire rental unit,Entire home/apt,3,1,1,4,90664,2,11,4.27,no,-34.5933,-58.4127,18
106475,Recoleta,Entire condo,Entire home/apt,4,2,2,2,249202,3,197,4.88,si,-34.5884,-58.4093,120
370013,San Nicolas,Entire condo,Entire home/apt,2,1,,2,72914,6,564,4.59,si,-34.6048,-58.3757,168
371898,San Cristobal,Entire rental unit,Entire home/apt,2,1.5,1,1,70051,7,21,4.14,no,-34.6221,-58.3968,42
372072,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,49343,3,50,4.51,no,-34.5964,-58.4206,24
372073,Palermo,Entire rental unit,Entire home/apt,2,,1,,,3,30,4.59,no,-34.5946,-58.4224,18
372075,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,49134,3,77,4.53,no,-34.5961,-58.4211,54
372085,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,49343,3,57,4.6,no,-34.5948,-58.4205,66
372086,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,49343,3,143,4.52,no,-34.5968,-58.4225,174
696855,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,59723,5,19,4.53,si,-34.5988,-58.3959,40
107259,Balvanera,Entire rental unit,Entire home/apt,12,5,6,8,667026,1,40,4.55,no,-34.6049,-58.3954,6
108089,Palermo,Entire rental unit,Entire home/apt,3,1,1,1,93076,4,133,4.66,si,-34.5865,-58.4243,136
674899,Palermo,Entire rental unit,Entire home/apt,4,1.5,2,2,234253,3,93,4.84,si,-34.5731,-58.4306,132
680386,Almagro,Entire rental unit,Entire home/apt,4,1,1,4,148116,2,84,4.92,no,-34.601,-58.4304,90
681263,Monserrat,Entire rental unit,Entire home/apt,4,1,1,2,146389,1,11,4.6,no,-34.6117,-58.3779,0
683097,Palermo,Entire rental unit,Entire home/apt,4,1,1,4,148890,2,44,4.69,no,-34.5748,-58.4378,12
683193,Palermo,Entire condo,Entire home/apt,2,1.5,1,1,245219,3,375,4.95,si,-34.581,-58.4236,192
683194,Palermo,Entire condo,Entire home/apt,2,1,1,1,142546,3,212,4.98,si,-34.5816,-58.4253,108
684500,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,,2,23,4.65,si,-34.5861,-58.4241,0
108284,San Nicolas,Entire loft,Entire home/apt,3,1,1,1,120601,2,309,4.69,no,-34.6011,-58.3764,84
111501,Palermo,Entire rental unit,Entire home/apt,4,1,,2,,4,178,4.82,si,-34.579,-58.4128,152
704509,Palermo,Entire rental unit,Entire home/apt,2,,1,1,70681,5,34,4.82,si,-34.5797,-58.4292,100
705822,Recoleta,Entire rental unit,Entire home/apt,3,1,,2,113300,12,6,4.83,si,-34.5842,-58.4029,24
711298,Retiro,Entire rental unit,Entire home/apt,6,,3,,185687,7,45,4.86,no,-34.5926,-58.3874,14
721823,Palermo,Entire condo,Entire home/apt,4,,1,2,89714,5,48,4.58,si,-34.585,-58.4238,10
723284,Palermo,Entire rental unit,Entire home/apt,3,1,,2,99756,2,108,4.53,si,-34.566,-58.4336,18
725321,Palermo,Private room in home,Private room,1,,,,20582,60,3,4,no,-34.5938,-58.4177,0
726367,Recoleta,Private room in rental unit,Private room,1,1,,1,58840,2,244,4.95,si,-34.5904,-58.4072,168
686484,Recoleta,Entire rental unit,Entire home/apt,2,1,,2,115492,3,23,4.45,no,-34.5913,-58.4021,0
686486,Recoleta,Entire rental unit,Entire home/apt,2,1,,2,115002,3,29,4.55,no,-34.5903,-58.4032,0
692732,Almagro,Entire loft,Entire home/apt,3,1,1,2,85612,1,14,5,si,-34.6109,-58.4219,6
693449,Palermo,Entire rental unit,Entire home/apt,4,1,1,2,42535,1,59,4.95,no,-34.5826,-58.404,0
694221,Almagro,Private room in home,Private room,2,1,2,2,34245,2,16,4.81,si,-34.6109,-58.4219,0
696409,Villa Crespo,Entire townhouse,Entire home/apt,2,1,1,2,74222,4,82,4.93,si,-34.5915,-58.4376,56
848646,Palermo,Entire rental unit,Entire home/apt,4,1,1,3,187217,3,19,4.58,no,-34.5824,-58.4288,0
111934,Palermo,Entire rental unit,Entire home/apt,2,1,,1,79858,5,149,4.78,si,-34.582,-58.4278,100
118070,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,165971,3,83,4.8,si,-34.5813,-58.4247,84
120874,Recoleta,Entire rental unit,Entire home/apt,3,1.5,1,1,111331,7,22,4.86,si,-34.5899,-58.3993,28
129681,Belgrano,Entire rental unit,Entire home/apt,2,1,1,2,110441,3,25,4.84,si,-34.556,-58.4572,36
727445,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,62907,14,59,4.74,si,-34.5851,-58.4394,84
734129,Palermo,Entire rental unit,Entire home/apt,6,2.5,2,2,398667,2,101,4.78,si,-34.5775,-58.4377,36
734510,Monserrat,Entire rental unit,Entire home/apt,4,1,1,3,144423,1,6,4.33,no,-34.6117,-58.3779,0
737007,Palermo,Entire rental unit,Entire home/apt,5,,2,,27518,120,24,4.09,no,-34.583,-58.4066,0
738021,San Nicolas,Entire rental unit,Entire home/apt,3,,1,1,97811,3,23,4.87,no,-34.6039,-58.385,6
740886,Palermo,Entire rental unit,Entire home/apt,4,1.5,2,3,245717,3,86,4.8,si,-34.5843,-58.4396,0
740979,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,95149,5,21,4.86,si,-34.5971,-58.3982,0
129932,Palermo,Entire condo,Entire home/apt,2,1,1,1,126098,3,166,4.91,si,-34.5823,-58.4246,84
130248,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,69978,2,146,4.64,no,-34.5772,-58.4114,0
130275,Palermo,Entire rental unit,Entire home/apt,2,,1,1,61045,2,61,4.67,no,-34.5771,-58.4113,228
130424,Palermo,Entire rental unit,Entire home/apt,2,,1,1,168195,7,9,4.89,no,-34.579,-58.4345,0
741087,Villa Crespo,Entire home,Entire home/apt,8,3.5,4,7,1.38244e+06,4,18,4.83,si,-34.5931,-58.4374,0
742573,San Telmo,Entire home,Entire home/apt,6,2,3,3,328054,3,39,4.9,si,-34.6185,-58.3737,30
742611,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,49343,3,34,4.47,no,-34.596,-58.4217,42
742732,Colegiales,Entire rental unit,Entire home/apt,4,1.5,2,3,159262,15,14,4.86,si,-34.5737,-58.453,0
742748,Monserrat,Entire rental unit,Entire home/apt,4,1,1,3,144913,1,3,4.67,no,-34.6107,-58.3789,0
742985,Palermo,Entire rental unit,Entire home/apt,5,2.5,3,3,812193,2,2,4,si,-34.5792,-58.4371,0
744219,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,49343,3,42,4.59,no,-34.5966,-58.4217,12
131145,Almagro,Private room in home,Private room,1,1,,1,22090,3,67,4.77,no,-34.6073,-58.4195,42
851649,Palermo,Entire rental unit,Entire home/apt,2,,1,1,51392,28,39,4.74,si,-34.5902,-58.4325,255
855824,Palermo,Entire rental unit,Entire home/apt,4,1,1,2,,30,51,4.8,no,-34.5847,-58.4214,255
856198,Constitucion,Entire rental unit,Entire home/apt,4,1,1,1,88351,16,95,4.63,no,-34.6178,-58.384,0
856793,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,49134,3,43,4.59,no,-34.5963,-58.4218,96
858011,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,89203,10,52,4.78,no,-34.5814,-58.4218,0
858120,Palermo,Entire rental unit,Entire home/apt,3,1.5,1,2,279647,5,6,4.2,no,-34.5853,-58.4265,0
860341,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,132512,1,263,4.49,no,-34.5781,-58.4381,138
133043,Recoleta,Entire rental unit,Entire home/apt,2,,1,,,5,30,4.63,si,-34.5923,-58.3996,40
136986,Palermo,Entire condo,Entire home/apt,2,1,1,1,225781,3,214,4.92,si,-34.5822,-58.4249,78
137017,Palermo,Entire condo,Entire home/apt,2,1,1,1,121613,3,313,4.94,si,-34.5828,-58.4254,150
138690,Recoleta,Entire rental unit,Entire home/apt,2,1,,1,98551,1,287,4.58,no,-34.5925,-58.3936,36
143173,Balvanera,Private room in rental unit,Private room,1,1,,1,52235,5,0,,no,-34.6093,-58.4031,0
745966,Palermo,Entire rental unit,Entire home/apt,2,1,1,2,49343,3,81,4.44,no,-34.5951,-58.4209,6
751662,Recoleta,Entire serviced apartment,Entire home/apt,2,1,1,1,77125,5,162,4.76,no,-34.5839,-58.3984,20
751731,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,145217,2,30,4.83,si,-34.5861,-58.4241,0
753089,Balvanera,Entire rental unit,Entire home/apt,2,,,,,1,48,4.77,no,-34.6008,-58.4015,54
756709,Almagro,Private room in home,Private room,15,6,8,12,34245,2,9,4.78,si,-34.6109,-58.4219,0
756838,Almagro,Private room in home,Private room,2,1,,1,32756,2,22,4.55,si,-34.6109,-58.4219,36
758656,Almagro,Entire rental unit,Entire home/apt,4,1,1,3,104171,2,92,4.85,si,-34.601,-58.4303,96
761545,Palermo,Entire rental unit,Entire home/apt,2,,1,,,3,37,4.51,no,-34.5967,-58.4221,6
761831,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,179214,5,3,4.67,no,-34.5854,-58.4251,0
767957,Almagro,Private room in home,Private room,2,1,,2,32756,2,10,4.9,si,-34.6109,-58.4219,0
771408,Monserrat,Entire rental unit,Entire home/apt,7,2,4,6,147655,4,72,4.65,si,-34.6116,-58.3859,136
772453,Recoleta,Entire rental unit,Entire home/apt,8,2,4,4,701266,3,37,4.73,si,-34.5991,-58.3871,0
776893,Constitucion,Private room in home,Private room,2,,,,56578,2,163,4.6,no,-34.621,-58.3835,114
