fecha,hora,estacion_meteorologica,temporada,temperatura,humedad,presion,dir_viento,vel_viento
2025-09-10,0,AEROPARQUE AERO,Primavera,15.6,80.0,1016.7,340.0,9.0
2025-09-10,1,AEROPARQUE AERO,Primavera,15.3,84.0,1016.1,340.0,9.0
2025-09-10,2,AEROPARQUE AERO,Primavera,15.1,85.0,1015.8,340.0,9.0
2025-09-10,3,AEROPARQUE AERO,Primavera,14.8,85.0,1015.2,340.0,9.0
2025-09-10,4,AEROPARQUE AERO,Primavera,15.0,74.0,1015.0,320.0,17.0
2025-09-10,5,AEROPARQUE AERO,Primavera,14.2,78.0,1014.7,320.0,15.0
2025-09-10,6,AEROPARQUE AERO,Primavera,14.5,74.0,1014.6,330.0,15.0
2025-09-10,7,AEROPARQUE AERO,Primavera,13.4,82.0,1014.6,330.0,15.0
2025-09-10,8,AEROPARQUE AERO,Primavera,14.7,78.0,1014.9,360.0,20.0
2025-09-10,9,AEROPARQUE AERO,Primavera,15.5,78.0,1015.9,360.0,17.0
2025-09-10,10,AEROPARQUE AERO,Primavera,16.4,73.0,1016.1,360.0,15.0
2025-09-10,11,AEROPARQUE AERO,Primavera,16.8,76.0,1016.9,990.0,11.0
2025-09-10,12,AEROPARQUE AERO,Primavera,18.1,74.0,1016.7,360.0,13.0
2025-09-10,13,AEROPARQUE AERO,Primavera,18.9,75.0,1015.7,30.0,15.0
2025-09-10,14,AEROPARQUE AERO,Primavera,19.7,73.0,1014.4,40.0,17.0
2025-09-10,15,AEROPARQUE AERO,Primavera,20.1,68.0,1013.3,20.0,19.0
2025-09-10,16,AEROPARQUE AERO,Primavera,20.1,68.0,1015.1,320.0,11.0
2025-09-10,17,AEROPARQUE AERO,Primavera,23.3,46.0,1014.9,300.0,15.0
2025-09-10,18,AEROPARQUE AERO,Primavera,22.6,51.0,1015.7,270.0,6.0
2025-09-10,19,AEROPARQUE AERO,Primavera,22.0,54.0,1017.2,240.0,13.0
2025-09-10,20,AEROPARQUE AERO,Primavera,19.5,61.0,1017.5,990.0,4.0
2025-09-10,21,AEROPARQUE AERO,Primavera,19.0,65.0,1019.2,210.0,9.0
2025-09-10,22,AEROPARQUE AERO,Primavera,17.8,69.0,1020.6,200.0,9.0
2025-09-10,23,AEROPARQUE AERO,Primavera,17.0,70.0,1021.2,220.0,6.0
2025-09-20,0,AEROPARQUE AERO,Primavera,18.2,90.0,1015.2,140.0,15.0
2025-09-20,1,AEROPARQUE AERO,Primavera,17.9,90.0,1014.8,130.0,20.0
2025-09-20,2,AEROPARQUE AERO,Primavera,17.2,92.0,1014.4,110.0,20.0
2025-09-20,3,AEROPARQUE AERO,Primavera,17.0,91.0,1013.7,120.0,22.0
2025-09-20,4,AEROPARQUE AERO,Primavera,16.8,92.0,1012.9,110.0,30.0
2025-09-20,5,AEROPARQUE AERO,Primavera,16.7,91.0,1011.9,90.0,35.0
2025-09-20,6,AEROPARQUE AERO,Primavera,16.6,92.0,1012.5,110.0,28.0
2025-09-20,7,AEROPARQUE AERO,Primavera,16.4,95.0,1013.1,100.0,31.0
2025-09-20,8,AEROPARQUE AERO,Primavera,16.6,94.0,1013.1,100.0,30.0
2025-09-20,9,AEROPARQUE AERO,Primavera,16.9,92.0,1012.6,100.0,31.0
2025-09-20,10,AEROPARQUE AERO,Primavera,17.1,92.0,1012.2,100.0,35.0
2025-09-20,11,AEROPARQUE AERO,Primavera,17.2,88.0,1011.4,120.0,31.0
2025-09-20,12,AEROPARQUE AERO,Primavera,16.3,91.0,1011.0,110.0,35.0
2025-09-20,13,AEROPARQUE AERO,Primavera,16.4,93.0,1009.7,100.0,37.0
2025-09-20,14,AEROPARQUE AERO,Primavera,16.5,95.0,1008.3,100.0,31.0
2025-09-20,15,AEROPARQUE AERO,Primavera,17.4,93.0,1006.6,90.0,28.0
2025-09-20,16,AEROPARQUE AERO,Primavera,18.3,92.0,1005.4,100.0,26.0
2025-09-20,17,AEROPARQUE AERO,Primavera,18.6,91.0,1003.7,100.0,19.0
2025-09-20,18,AEROPARQUE AERO,Primavera,19.0,88.0,1002.7,130.0,19.0
2025-09-20,19,AEROPARQUE AERO,Primavera,18.5,91.0,1003.9,130.0,13.0
2025-09-20,20,AEROPARQUE AERO,Primavera,18.0,97.0,1003.6,100.0,22.0
2025-09-20,21,AEROPARQUE AERO,Primavera,13.0,96.0,1007.3,200.0,20.0
2025-09-20,22,AEROPARQUE AERO,Primavera,13.5,90.0,1007.9,200.0,15.0
2025-09-20,23,AEROPARQUE AERO,Primavera,14.3,89.0,1004.6,110.0,24.0
2025-10-10,0,AEROPARQUE AERO,Primavera,19.9,66.0,1016.4,350.0,11.0
2025-10-10,1,AEROPARQUE AERO,Primavera,18.7,74.0,1016.1,330.0,9.0
2025-10-10,2,AEROPARQUE AERO,Primavera,19.7,69.0,1015.8,340.0,13.0
2025-10-10,3,AEROPARQUE AERO,Primavera,19.3,61.0,1015.4,330.0,15.0
2025-10-10,4,AEROPARQUE AERO,Primavera,18.5,70.0,1015.5,340.0,11.0
2025-10-10,5,AEROPARQUE AERO,Primavera,18.0,72.0,1015.5,330.0,9.0
2025-10-10,6,AEROPARQUE AERO,Primavera,17.0,74.0,1016.0,300.0,9.0
2025-10-10,7,AEROPARQUE AERO,Primavera,17.6,73.0,1016.2,330.0,13.0
2025-10-10,8,AEROPARQUE AERO,Primavera,18.6,67.0,1016.7,340.0,13.0
2025-10-10,9,AEROPARQUE AERO,Primavera,19.2,65.0,1017.0,330.0,13.0
2025-10-10,10,AEROPARQUE AERO,Primavera,19.8,66.0,1016.7,360.0,13.0
2025-10-10,11,AEROPARQUE AERO,Primavera,20.9,63.0,1016.4,10.0,9.0
2025-10-10,12,AEROPARQUE AERO,Primavera,21.7,72.0,1015.9,20.0,9.0
2025-10-10,13,AEROPARQUE AERO,Primavera,22.6,70.0,1014.9,40.0,13.0
2025-10-10,14,AEROPARQUE AERO,Primavera,23.5,62.0,1014.3,20.0,13.0
2025-10-10,15,AEROPARQUE AERO,Primavera,24.2,64.0,1013.6,20.0,15.0
2025-10-10,16,AEROPARQUE AERO,Primavera,24.5,60.0,1012.6,20.0,15.0
2025-10-10,17,AEROPARQUE AERO,Primavera,24.1,63.0,1012.1,20.0,11.0
2025-10-10,18,AEROPARQUE AERO,Primavera,24.0,63.0,1011.9,10.0,9.0
2025-10-10,19,AEROPARQUE AERO,Primavera,23.2,67.0,1011.7,20.0,13.0
2025-10-10,20,AEROPARQUE AERO,Primavera,22.6,69.0,1011.5,20.0,9.0
2025-10-10,21,AEROPARQUE AERO,Primavera,22.3,71.0,1011.2,50.0,13.0
2025-10-10,22,AEROPARQUE AERO,Primavera,21.8,78.0,1011.6,50.0,7.0
2025-10-10,23,AEROPARQUE AERO,Primavera,21.5,77.0,1011.1,70.0,9.0
2025-10-20,0,AEROPARQUE AERO,Primavera,19.2,58.0,1023.6,40.0,22.0
2025-10-20,1,AEROPARQUE AERO,Primavera,18.4,63.0,1023.5,30.0,24.0
2025-10-20,2,AEROPARQUE AERO,Primavera,18.0,62.0,1023.3,20.0,22.0
2025-10-20,3,AEROPARQUE AERO,Primavera,16.7,68.0,1023.6,20.0,26.0
2025-10-20,4,AEROPARQUE AERO,Primavera,16.2,71.0,1023.5,10.0,28.0
2025-10-20,5,AEROPARQUE AERO,Primavera,15.5,71.0,1023.8,20.0,31.0
2025-10-20,6,AEROPARQUE AERO,Primavera,15.4,72.0,1024.2,10.0,26.0
2025-10-20,7,AEROPARQUE AERO,Primavera,15.2,72.0,1024.6,20.0,28.0
2025-10-20,8,AEROPARQUE AERO,Primavera,15.5,70.0,1025.2,10.0,33.0
2025-10-20,9,AEROPARQUE AERO,Primavera,16.4,65.0,1025.0,20.0,26.0
2025-10-20,10,AEROPARQUE AERO,Primavera,17.9,62.0,1024.6,360.0,24.0
2025-10-20,11,AEROPARQUE AERO,Primavera,18.8,58.0,1024.4,10.0,22.0
2025-10-20,12,AEROPARQUE AERO,Primavera,20.1,54.0,1023.6,10.0,22.0
2025-10-20,13,AEROPARQUE AERO,Primavera,21.1,49.0,1022.6,10.0,20.0
2025-10-20,14,AEROPARQUE AERO,Primavera,21.9,50.0,1021.8,10.0,19.0
2025-10-20,15,AEROPARQUE AERO,Primavera,22.6,51.0,1020.6,30.0,17.0
2025-10-20,16,AEROPARQUE AERO,Primavera,22.7,51.0,1019.6,20.0,17.0
2025-10-20,17,AEROPARQUE AERO,Primavera,22.9,51.0,1019.2,20.0,11.0
2025-10-20,18,AEROPARQUE AERO,Primavera,22.6,51.0,1019.2,20.0,13.0
2025-10-20,19,AEROPARQUE AERO,Primavera,22.0,56.0,1019.2,20.0,11.0
2025-10-20,20,AEROPARQUE AERO,Primavera,21.4,62.0,1019.0,50.0,13.0
2025-10-20,21,AEROPARQUE AERO,Primavera,21.3,66.0,1019.1,60.0,15.0
2025-10-20,22,AEROPARQUE AERO,Primavera,21.1,63.0,1019.0,40.0,24.0
2025-10-20,23,AEROPARQUE AERO,Primavera,20.5,62.0,1019.0,30.0,22.0
2025-11-10,0,AEROPARQUE AERO,Primavera,19.3,83.0,1021.6,990.0,2.0
2025-11-10,1,AEROPARQUE AERO,Primavera,18.5,87.0,1021.4,260.0,4.0
2025-11-10,2,AEROPARQUE AERO,Primavera,17.9,82.0,1021.3,260.0,6.0
2025-11-10,3,AEROPARQUE AERO,Primavera,17.9,75.0,1021.2,210.0,4.0
2025-11-10,4,AEROPARQUE AERO,Primavera,17.5,75.0,1021.3,250.0,6.0
2025-11-10,5,AEROPARQUE AERO,Primavera,17.4,72.0,1021.4,240.0,6.0
2025-11-10,6,AEROPARQUE AERO,Primavera,17.7,71.0,1021.7,990.0,4.0
2025-11-10,7,AEROPARQUE AERO,Primavera,19.9,65.0,1022.2,990.0,4.0
2025-11-10,8,AEROPARQUE AERO,Primavera,21.5,58.0,1022.5,990.0,4.0
2025-11-10,9,AEROPARQUE AERO,Primavera,23.3,48.0,1022.6,190.0,6.0
2025-11-10,10,AEROPARQUE AERO,Primavera,24.1,45.0,1022.5,990.0,2.0
2025-11-10,11,AEROPARQUE AERO,Primavera,23.8,63.0,1022.3,50.0,11.0
2025-11-10,12,AEROPARQUE AERO,Primavera,23.5,64.0,1021.9,50.0,13.0
2025-11-10,13,AEROPARQUE AERO,Primavera,24.1,54.0,1021.4,50.0,15.0
2025-11-10,14,AEROPARQUE AERO,Primavera,24.4,51.0,1020.8,40.0,13.0
2025-11-10,15,AEROPARQUE AERO,Primavera,24.0,55.0,1019.8,50.0,15.0
2025-11-10,16,AEROPARQUE AERO,Primavera,24.5,50.0,1019.0,30.0,11.0
2025-11-10,17,AEROPARQUE AERO,Primavera,24.0,49.0,1018.4,70.0,15.0
2025-11-10,18,AEROPARQUE AERO,Primavera,23.0,60.0,1017.9,110.0,19.0
2025-11-10,19,AEROPARQUE AERO,Primavera,22.2,65.0,1017.6,110.0,22.0
2025-11-10,20,AEROPARQUE AERO,Primavera,21.8,68.0,1017.5,110.0,28.0
2025-11-10,21,AEROPARQUE AERO,Primavera,20.7,79.0,1017.5,100.0,28.0
2025-11-10,22,AEROPARQUE AERO,Primavera,21.2,72.0,1017.6,100.0,22.0
2025-11-10,23,AEROPARQUE AERO,Primavera,21.3,65.0,1017.7,80.0,22.0
2025-11-20,0,AEROPARQUE AERO,Primavera,19.4,57.0,1010.6,90.0,22.0
2025-11-20,1,AEROPARQUE AERO,Primavera,18.8,56.0,1010.0,90.0,22.0
2025-11-20,2,AEROPARQUE AERO,Primavera,18.6,59.0,1009.3,90.0,22.0
2025-11-20,3,AEROPARQUE AERO,Primavera,18.5,62.0,1008.7,90.0,19.0
2025-11-20,4,AEROPARQUE AERO,Primavera,18.0,62.0,1008.4,90.0,17.0
2025-11-20,5,AEROPARQUE AERO,Primavera,17.0,68.0,1008.1,90.0,17.0
2025-11-20,6,AEROPARQUE AERO,Primavera,16.8,73.0,1008.5,80.0,13.0
2025-11-20,7,AEROPARQUE AERO,Primavera,17.6,75.0,1008.3,60.0,13.0
2025-11-20,8,AEROPARQUE AERO,Primavera,18.7,74.0,1007.7,30.0,9.0
2025-11-20,9,AEROPARQUE AERO,Primavera,19.6,76.0,1007.7,350.0,15.0
2025-11-20,10,AEROPARQUE AERO,Primavera,20.3,76.0,1007.2,350.0,9.0
2025-11-20,11,AEROPARQUE AERO,Primavera,21.4,75.0,1006.5,340.0,9.0
2025-11-20,12,AEROPARQUE AERO,Primavera,22.5,72.0,1006.3,30.0,9.0
2025-11-20,13,AEROPARQUE AERO,Primavera,22.0,73.0,1005.4,100.0,7.0
2025-11-20,14,AEROPARQUE AERO,Primavera,21.8,72.0,1004.9,170.0,7.0
2025-11-20,15,AEROPARQUE AERO,Primavera,21.1,79.0,1004.3,140.0,20.0
2025-11-20,16,AEROPARQUE AERO,Primavera,18.7,86.0,1005.4,160.0,17.0
2025-11-20,17,AEROPARQUE AERO,Primavera,17.7,71.0,1005.1,140.0,24.0
2025-11-20,18,AEROPARQUE AERO,Primavera,18.1,87.0,1003.3,110.0,41.0
2025-11-20,19,AEROPARQUE AERO,Primavera,17.9,78.0,1004.9,130.0,31.0
2025-11-20,20,AEROPARQUE AERO,Primavera,16.2,91.0,1006.8,110.0,35.0
2025-11-20,21,AEROPARQUE AERO,Primavera,16.7,91.0,1007.5,120.0,28.0
2025-11-20,22,AEROPARQUE AERO,Primavera,17.5,92.0,1009.4,100.0,33.0
2025-11-20,23,AEROPARQUE AERO,Primavera,17.6,87.0,1008.5,90.0,33.0
2025-12-10,0,AEROPARQUE AERO,Verano,22.0,85.0,1006.8,150.0,11.0
2025-12-10,1,AEROPARQUE AERO,Verano,22.0,83.0,1006.3,150.0,7.0
2025-12-10,2,AEROPARQUE AERO,Verano,21.0,87.0,1006.1,170.0,6.0
2025-12-10,3,AEROPARQUE AERO,Verano,20.5,90.0,1006.0,190.0,7.0
2025-12-10,4,AEROPARQUE AERO,Verano,20.5,87.0,1006.0,180.0,7.0
2025-12-10,5,AEROPARQUE AERO,Verano,20.2,89.0,1006.3,180.0,7.0
2025-12-10,6,AEROPARQUE AERO,Verano,20.2,90.0,1006.6,200.0,7.0
2025-12-10,7,AEROPARQUE AERO,Verano,20.7,87.0,1007.1,180.0,6.0
2025-12-10,8,AEROPARQUE AERO,Verano,22.2,80.0,1007.3,170.0,7.0
2025-12-10,9,AEROPARQUE AERO,Verano,23.9,74.0,1007.6,190.0,6.0
2025-12-10,10,AEROPARQUE AERO,Verano,23.3,76.0,1007.5,50.0,9.0
2025-12-10,11,AEROPARQUE AERO,Verano,24.4,74.0,1007.2,50.0,11.0
2025-12-10,12,AEROPARQUE AERO,Verano,24.4,74.0,1006.7,40.0,11.0
2025-12-10,13,AEROPARQUE AERO,Verano,25.3,72.0,1006.4,20.0,11.0
2025-12-10,14,AEROPARQUE AERO,Verano,25.7,69.0,1005.8,30.0,11.0
2025-12-10,15,AEROPARQUE AERO,Verano,25.9,67.0,1005.4,40.0,13.0
2025-12-10,16,AEROPARQUE AERO,Verano,26.0,66.0,1004.7,60.0,13.0
2025-12-10,17,AEROPARQUE AERO,Verano,25.9,67.0,1003.7,50.0,13.0
2025-12-10,18,AEROPARQUE AERO,Verano,26.1,65.0,1003.5,40.0,11.0
2025-12-10,19,AEROPARQUE AERO,Verano,25.0,68.0,1003.4,70.0,13.0
2025-12-10,20,AEROPARQUE AERO,Verano,24.6,73.0,1003.0,90.0,13.0
2025-12-10,21,AEROPARQUE AERO,Verano,24.2,80.0,1003.6,70.0,9.0
2025-12-10,22,AEROPARQUE AERO,Verano,24.5,79.0,1003.8,70.0,7.0
2025-12-10,23,AEROPARQUE AERO,Verano,24.6,79.0,1005.0,200.0,9.0
2025-12-20,0,AEROPARQUE AERO,Verano,25.5,79.0,1006.7,120.0,9.0
2025-12-20,1,AEROPARQUE AERO,Verano,26.3,70.0,1006.5,30.0,9.0
2025-12-20,2,AEROPARQUE AERO,Verano,25.7,72.0,1006.5,0.0,0.0
2025-12-20,3,AEROPARQUE AERO,Verano,26.2,68.0,1005.7,20.0,9.0
2025-12-20,4,AEROPARQUE AERO,Verano,26.0,69.0,1004.9,20.0,17.0
2025-12-20,5,AEROPARQUE AERO,Verano,25.8,69.0,1004.9,20.0,19.0
2025-12-20,6,AEROPARQUE AERO,Verano,25.7,70.0,1005.4,20.0,13.0
2025-12-20,7,AEROPARQUE AERO,Verano,25.7,68.0,1005.8,360.0,11.0
2025-12-20,8,AEROPARQUE AERO,Verano,25.5,70.0,1006.0,20.0,9.0
2025-12-20,9,AEROPARQUE AERO,Verano,25.5,68.0,1006.7,310.0,11.0
2025-12-20,10,AEROPARQUE AERO,Verano,26.4,60.0,1006.3,990.0,4.0
2025-12-20,11,AEROPARQUE AERO,Verano,25.2,68.0,1006.7,220.0,11.0
2025-12-20,12,AEROPARQUE AERO,Verano,22.6,90.0,1007.8,240.0,7.0
2025-12-20,13,AEROPARQUE AERO,Verano,22.3,90.0,1007.6,50.0,15.0
2025-12-20,14,AEROPARQUE AERO,Verano,23.8,82.0,1004.4,20.0,31.0
2025-12-20,15,AEROPARQUE AERO,Verano,24.6,71.0,1005.6,350.0,22.0
2025-12-20,16,AEROPARQUE AERO,Verano,24.7,71.0,1006.0,310.0,19.0
2025-12-20,17,AEROPARQUE AERO,Verano,25.2,67.0,1004.7,350.0,11.0
2025-12-20,18,AEROPARQUE AERO,Verano,25.6,65.0,1004.6,340.0,9.0
2025-12-20,19,AEROPARQUE AERO,Verano,25.4,66.0,1005.1,360.0,7.0
2025-12-20,20,AEROPARQUE AERO,Verano,24.6,67.0,1005.5,330.0,9.0
2025-12-20,21,AEROPARQUE AERO,Verano,23.3,74.0,1006.2,320.0,7.0
2025-12-20,22,AEROPARQUE AERO,Verano,23.5,71.0,1006.8,330.0,6.0
2025-12-20,23,AEROPARQUE AERO,Verano,23.5,72.0,1006.2,320.0,6.0
2026-01-10,0,AEROPARQUE AERO,Verano,19.9,84.0,1014.6,70.0,19.0
2026-01-10,1,AEROPARQUE AERO,Verano,19.5,85.0,1014.2,90.0,17.0
2026-01-10,2,AEROPARQUE AERO,Verano,19.2,91.0,1012.9,120.0,15.0
2026-01-10,3,AEROPARQUE AERO,Verano,19.5,88.0,1011.9,130.0,15.0
2026-01-10,4,AEROPARQUE AERO,Verano,19.4,87.0,1010.9,140.0,9.0
2026-01-10,5,AEROPARQUE AERO,Verano,18.7,89.0,1010.4,150.0,9.0
2026-01-10,6,AEROPARQUE AERO,Verano,18.4,84.0,1010.6,150.0,7.0
2026-01-10,7,AEROPARQUE AERO,Verano,18.3,91.0,1011.0,180.0,7.0
2026-01-10,8,AEROPARQUE AERO,Verano,18.5,89.0,1011.0,180.0,7.0
2026-01-10,9,AEROPARQUE AERO,Verano,18.5,90.0,1011.1,170.0,13.0
2026-01-10,10,AEROPARQUE AERO,Verano,19.1,89.0,1010.7,180.0,9.0
2026-01-10,11,AEROPARQUE AERO,Verano,19.8,84.0,1010.3,180.0,11.0
2026-01-10,12,AEROPARQUE AERO,Verano,20.8,78.0,1010.9,190.0,11.0
2026-01-10,13,AEROPARQUE AERO,Verano,20.9,75.0,1011.1,180.0,11.0
2026-01-10,14,AEROPARQUE AERO,Verano,20.9,79.0,1010.8,990.0,7.0
2026-01-10,15,AEROPARQUE AERO,Verano,21.9,65.0,1010.5,200.0,9.0
2026-01-10,16,AEROPARQUE AERO,Verano,23.1,52.0,1010.5,200.0,11.0
2026-01-10,17,AEROPARQUE AERO,Verano,22.8,51.0,1010.5,180.0,11.0
2026-01-10,18,AEROPARQUE AERO,Verano,22.5,58.0,1010.5,160.0,7.0
2026-01-10,19,AEROPARQUE AERO,Verano,22.1,51.0,1009.8,180.0,9.0
2026-01-10,20,AEROPARQUE AERO,Verano,21.8,55.0,1009.6,180.0,11.0
2026-01-10,21,AEROPARQUE AERO,Verano,20.6,67.0,1009.1,240.0,7.0
2026-01-10,22,AEROPARQUE AERO,Verano,20.9,58.0,1009.7,180.0,6.0
2026-01-10,23,AEROPARQUE AERO,Verano,20.6,62.0,1009.9,210.0,6.0
2026-01-20,0,AEROPARQUE AERO,Verano,21.0,73.0,1019.2,100.0,26.0
2026-01-20,1,AEROPARQUE AERO,Verano,20.5,74.0,1019.1,100.0,26.0
2026-01-20,2,AEROPARQUE AERO,Verano,20.5,69.0,1018.6,90.0,26.0
2026-01-20,3,AEROPARQUE AERO,Verano,19.8,70.0,1018.4,80.0,22.0
2026-01-20,4,AEROPARQUE AERO,Verano,20.0,64.0,1018.6,50.0,17.0
2026-01-20,5,AEROPARQUE AERO,Verano,19.8,68.0,1018.4,40.0,13.0
2026-01-20,6,AEROPARQUE AERO,Verano,19.8,61.0,1018.8,10.0,19.0
2026-01-20,7,AEROPARQUE AERO,Verano,19.7,63.0,1019.2,10.0,15.0
2026-01-20,8,AEROPARQUE AERO,Verano,20.8,60.0,1019.8,360.0,20.0
2026-01-20,9,AEROPARQUE AERO,Verano,21.5,59.0,1020.1,360.0,22.0
2026-01-20,10,AEROPARQUE AERO,Verano,22.2,54.0,1019.9,340.0,17.0
2026-01-20,11,AEROPARQUE AERO,Verano,23.0,54.0,1019.6,350.0,13.0
2026-01-20,12,AEROPARQUE AERO,Verano,24.2,42.0,1019.1,350.0,13.0
2026-01-20,13,AEROPARQUE AERO,Verano,25.1,46.0,1018.5,10.0,11.0
2026-01-20,14,AEROPARQUE AERO,Verano,25.5,40.0,1018.1,10.0,11.0
2026-01-20,15,AEROPARQUE AERO,Verano,25.7,40.0,1017.5,20.0,9.0
2026-01-20,16,AEROPARQUE AERO,Verano,25.2,42.0,1016.8,80.0,17.0
2026-01-20,17,AEROPARQUE AERO,Verano,25.3,44.0,1016.2,90.0,19.0
2026-01-20,18,AEROPARQUE AERO,Verano,25.3,44.0,1016.0,110.0,20.0
2026-01-20,19,AEROPARQUE AERO,Verano,24.9,45.0,1015.8,100.0,22.0
2026-01-20,20,AEROPARQUE AERO,Verano,23.7,48.0,1015.9,100.0,26.0
2026-01-20,21,AEROPARQUE AERO,Verano,22.7,60.0,1016.2,100.0,26.0
2026-01-20,22,AEROPARQUE AERO,Verano,22.8,59.0,1016.6,100.0,28.0
2026-01-20,23,AEROPARQUE AERO,Verano,22.7,64.0,1016.8,90.0,26.0
2026-02-10,0,AEROPARQUE AERO,Verano,25.6,57.0,1010.0,990.0,4.0
2026-02-10,1,AEROPARQUE AERO,Verano,25.2,57.0,1010.3,260.0,7.0
2026-02-10,2,AEROPARQUE AERO,Verano,24.6,62.0,1010.1,990.0,4.0
2026-02-10,3,AEROPARQUE AERO,Verano,24.2,66.0,1009.8,990.0,4.0
2026-02-10,4,AEROPARQUE AERO,Verano,23.7,68.0,1009.2,240.0,4.0
2026-02-10,5,AEROPARQUE AERO,Verano,23.3,70.0,1009.1,990.0,4.0
2026-02-10,6,AEROPARQUE AERO,Verano,23.0,73.0,1009.4,990.0,4.0
2026-02-10,7,AEROPARQUE AERO,Verano,23.5,71.0,1009.8,990.0,4.0
2026-02-10,8,AEROPARQUE AERO,Verano,25.5,63.0,1010.0,990.0,2.0
2026-02-10,9,AEROPARQUE AERO,Verano,26.5,60.0,1009.9,990.0,4.0
2026-02-10,10,AEROPARQUE AERO,Verano,26.5,61.0,1009.8,360.0,9.0
2026-02-10,11,AEROPARQUE AERO,Verano,27.6,60.0,1009.6,360.0,11.0
2026-02-10,12,AEROPARQUE AERO,Verano,27.8,62.0,1008.9,360.0,15.0
2026-02-10,13,AEROPARQUE AERO,Verano,29.0,58.0,1008.3,360.0,15.0
2026-02-10,14,AEROPARQUE AERO,Verano,28.7,60.0,1007.4,20.0,15.0
2026-02-10,15,AEROPARQUE AERO,Verano,30.0,55.0,1006.6,20.0,13.0
2026-02-10,16,AEROPARQUE AERO,Verano,31.4,48.0,1005.9,350.0,17.0
2026-02-10,17,AEROPARQUE AERO,Verano,31.6,47.0,1005.3,340.0,17.0
2026-02-10,18,AEROPARQUE AERO,Verano,31.0,47.0,1004.7,340.0,15.0
2026-02-10,19,AEROPARQUE AERO,Verano,30.2,55.0,1004.3,340.0,15.0
2026-02-10,20,AEROPARQUE AERO,Verano,29.5,62.0,1004.0,340.0,11.0
2026-02-10,21,AEROPARQUE AERO,Verano,28.8,64.0,1003.5,330.0,9.0
2026-02-10,22,AEROPARQUE AERO,Verano,28.3,71.0,1003.6,320.0,7.0
2026-02-10,23,AEROPARQUE AERO,Verano,26.8,75.0,1003.6,320.0,9.0
2026-02-20,0,AEROPARQUE AERO,Verano,22.9,71.0,1015.3,150.0,13.0
2026-02-20,1,AEROPARQUE AERO,Verano,21.8,75.0,1015.8,140.0,13.0
2026-02-20,2,AEROPARQUE AERO,Verano,20.7,77.0,1015.6,140.0,15.0
2026-02-20,3,AEROPARQUE AERO,Verano,20.3,78.0,1015.2,160.0,9.0
2026-02-20,4,AEROPARQUE AERO,Verano,19.6,79.0,1015.4,160.0,11.0
2026-02-20,5,AEROPARQUE AERO,Verano,19.2,76.0,1015.5,170.0,11.0
2026-02-20,6,AEROPARQUE AERO,Verano,19.1,75.0,1015.7,160.0,7.0
2026-02-20,7,AEROPARQUE AERO,Verano,19.0,75.0,1016.1,160.0,7.0
2026-02-20,8,AEROPARQUE AERO,Verano,20.6,70.0,1016.6,150.0,7.0
2026-02-20,9,AEROPARQUE AERO,Verano,22.1,66.0,1016.9,130.0,13.0
2026-02-20,10,AEROPARQUE AERO,Verano,22.9,64.0,1016.8,120.0,19.0
2026-02-20,11,AEROPARQUE AERO,Verano,23.8,65.0,1017.0,100.0,17.0
2026-02-20,12,AEROPARQUE AERO,Verano,23.9,64.0,1016.7,80.0,13.0
2026-02-20,13,AEROPARQUE AERO,Verano,24.2,63.0,1016.5,80.0,15.0
2026-02-20,14,AEROPARQUE AERO,Verano,24.8,58.0,1016.4,70.0,15.0
2026-02-20,15,AEROPARQUE AERO,Verano,25.1,55.0,1016.1,70.0,13.0
2026-02-20,16,AEROPARQUE AERO,Verano,24.8,56.0,1015.6,70.0,15.0
2026-02-20,17,AEROPARQUE AERO,Verano,25.2,55.0,1015.2,80.0,15.0
2026-02-20,18,AEROPARQUE AERO,Verano,24.7,54.0,1015.1,110.0,20.0
2026-02-20,19,AEROPARQUE AERO,Verano,23.8,58.0,1014.9,110.0,24.0
2026-02-20,20,AEROPARQUE AERO,Verano,22.9,60.0,1015.3,100.0,30.0
2026-02-20,21,AEROPARQUE AERO,Verano,22.8,59.0,1016.0,110.0,28.0
2026-02-20,22,AEROPARQUE AERO,Verano,22.6,66.0,1016.8,110.0,30.0
2026-02-20,23,AEROPARQUE AERO,Verano,22.5,66.0,1017.0,110.0,33.0
2026-03-10,0,AEROPARQUE AERO,Otoño,21.0,77.0,1019.8,100.0,31.0
2026-03-10,1,AEROPARQUE AERO,Otoño,20.8,77.0,1019.9,100.0,22.0
2026-03-10,2,AEROPARQUE AERO,Otoño,20.1,70.0,1019.9,60.0,28.0
2026-03-10,3,AEROPARQUE AERO,Otoño,19.7,73.0,1019.8,50.0,22.0
2026-03-10,4,AEROPARQUE AERO,Otoño,19.9,73.0,1019.5,40.0,19.0
2026-03-10,5,AEROPARQUE AERO,Otoño,19.9,73.0,1019.6,30.0,22.0
2026-03-10,6,AEROPARQUE AERO,Otoño,19.9,73.0,1020.1,30.0,20.0
2026-03-10,7,AEROPARQUE AERO,Otoño,19.7,75.0,1020.6,30.0,15.0
2026-03-10,8,AEROPARQUE AERO,Otoño,19.9,75.0,1021.6,30.0,17.0
2026-03-10,9,AEROPARQUE AERO,Otoño,20.8,74.0,1021.6,30.0,17.0
2026-03-10,10,AEROPARQUE AERO,Otoño,21.2,71.0,1021.8,30.0,17.0
